[STRING]
String = 12000,Hac Long Giang
String = 27235,Chung
String = 27236,Luan
String = 27237,Lang
String = 27238,Lang
String = 27239,Duong
String = 27240,Ha Hau
String = 27241,Ha Hau
String = 27242,Ha Hau
String = 27243,Ha Hau
String = 27244,Ha Hau
String = 27245,Ha Hau
String = 27246,Ha Hau
String = 27247,Ha Hau
String = 27248,Ha Hau
String = 27249,Ha Hau
String = 27250,Ha Hau
String = 27251,Ha Hau
String = 27252,Ha Hau
String = 27253,Ha Hau
String = 27254,Ton
String = 27255,Ton
String = 27256,Ton
String = 27257,Ton
String = 27258,Ton
String = 27259,Ton
String = 27260,Ton
String = 27261,Ton
String = 27262,Ton
String = 27263,Ton
String = 27264,Ton
String = 27265,Ton
String = 27266,Ton
String = 27267,Ton
String = 27268,Ton
String = 27269,Ton
String = 27270,Ton
String = 27271,Ton
String = 27272,Ton
String = 27273,Ton
String = 27274,Ton
String = 27275,Ton
String = 27276,Ton
String = 27277,Ton
String = 27278,Ton
String = 27279,Ton
String = 27280,Yen
String = 27281,Tu
String = 27282,Tu
String = 27283,Dan
String = 27284,Tu
String = 27285,Tu
String = 27286,Tu
String = 27287,Tu
String = 27288,Hoan
String = 27289,Luu
String = 27290,Luu
String = 27291,To
String = 27292,To
String = 27293,Chuc
String = 27294,Tan
String = 27295,Tan
String = 27296,Tan
String = 27297,Canh
String = 27298,Tuan
String = 27299,Tuan
String = 27300,Vien
String = 27301,Vien
String = 27302,Vien
String = 27303,Vien
String = 27304,Vien
String = 27305,Vien
String = 27306,Vien
String = 27307,Vien
String = 27308,Vien
String = 27309,Vien
String = 27310,Hac
String = 27311,Ma
String = 27312,Ma
String = 27313,Ma
String = 27314,Ma
String = 27315,Ma
String = 27316,Ma
String = 27317,Ma
String = 27318,Ma
String = 27319,Ma
String = 27320,Ma
String = 27321,Ma
String = 27322,Ma
String = 27323,Ma
String = 27324,Ma
String = 27325,Ma
String = 27326,Ma
String = 27327,Ma
String = 27328,Ma
String = 27329,Ma
String = 27330,Cao
String = 27331,Cao
String = 27332,Cao
String = 27333,Cao
String = 27334,Cao Duong
String = 27335,Cao
String = 27336,Cao
String = 27337,Cao
String = 27338,Cao
String = 27339,Khu
String = 27340,Thoi
String = 27341,Thoi
String = 27342,Truong
String = 27343,Truong
String = 27344,Truong
String = 27345,Truong
String = 27346,Truong
String = 27347,Truong
String = 27348,Truong
String = 27349,Truong
String = 27350,Truong
String = 27351,Truong
String = 27352,Truong
String = 27353,Truong
String = 27354,Truong
String = 27355,Truong
String = 27356,Truong
String = 27357,Truong
String = 27358,Truong
String = 27359,Truong
String = 27360,Truong
String = 27361,Truong
String = 27362,Truong
String = 27363,Truong
String = 27364,Truong
String = 27365,Truong
String = 27366,Truong
String = 27367,Truong
String = 27368,Truong
String = 27369,Truong
String = 27370,Truong
String = 27371,Truong
String = 27372,Truong
String = 27373,Truong
String = 27374,Truong
String = 27375,Truong
String = 27376,Truong
String = 27377,Truong
String = 27378,Truong
String = 27379,Truong
String = 27380,Truong
String = 27381,Truong
String = 27382,Truong
String = 27383,Truong
String = 27384,Truong
String = 27385,Truong
String = 27386,Truong
String = 27387,Truong
String = 27388,Truong
String = 27389,Truong
String = 27390,Truong
String = 27391,Truong
String = 27392,Truong
String = 27393,Tao
String = 27394,Tao
String = 27395,Tao
String = 27396,Tao
String = 27397,Tao
String = 27398,Tao
String = 27399,Tao
String = 27400,Tao
String = 27401,Tao
String = 27402,Tao
String = 27403,Tao
String = 27404,Tao
String = 27405,Tao
String = 27406,Tao
String = 27407,Tao
String = 27408,Tao
String = 27409,Tao
String = 27410,Tao
String = 27411,Tao
String = 27412,Tao
String = 27413,Tao
String = 27414,Tao
String = 27415,Tao
String = 27416,Tao
String = 27417,Tao
String = 27418,Tao
String = 27419,Luong
String = 27420,Luong
String = 27421,Mai
String = 27422,Luong
String = 27423,Thuan Vu
String = 27424,Thuan Vu
String = 27425,Thuan Vu
String = 27426,Tat
String = 27427,Zeus
String = 27428,Hua
String = 27429,Hua
String = 27430,Hua
String = 27431,Hua
String = 27432,Hua
String = 27433,Hua
String = 27434,Phung
String = 27435,Quach
String = 27436,Quach
String = 27437,Quach
String = 27438,Quach
String = 27439,Quach
String = 27440,Quach
String = 27441,Quach
String = 27442,Quach
String = 27443,Quach
String = 27444,Tran
String = 27445,Tran
String = 27446,Tran
String = 27447,Tran
String = 27448,Tran
String = 27449,Tran
String = 27450,Tran
String = 27451,Tran
String = 27452,Tran
String = 27453,Tran
String = 27454,Tran
String = 27455,Tran
String = 27456,Tran
String = 27457,Tran
String = 27458,Tran
String = 27459,Tran
String = 27460,Luc
String = 27461,Luc
String = 27462,Luc
String = 27463,Luc
String = 27464,Luc
String = 27465,Dao
String = 27466,Dao
String = 27467,Dao
String = 27468,Pho
String = 27469,Pho
String = 27470,Pho
String = 27471,Pho
String = 27472,Pho
String = 27473,Kieu
String = 27474,Kieu
String = 27475,Kieu
String = 27476,Tieu
String = 27477,Trinh
String = 27478,Trinh
String = 27479,Trinh
String = 27480,Trinh
String = 27481,Trinh
String = 27482,Trinh
String = 27483,Hoa
String = 27484,Hoa
String = 27485,Hoa
String = 27486,Dieu Thuyen
String = 27487,Phi
String = 27488,Phi
String = 27489,Phi
String = 27490,Ha
String = 27491,Ngac
String = 27492,Phung
String = 27493,Hoang
String = 27494,Hoang
String = 27495,Hoang
String = 27496,Hoang
String = 27497,Hoang
String = 27498,Hoang
String = 27499,Hoang
String = 27500,Duong
String = 27501,Duong
String = 27502,Duong
String = 27503,Duong
String = 27504,Duong
String = 27505,Duong
String = 27506,Duong
String = 27507,Duong
String = 27508,Duong
String = 27509,Duong
String = 27510,Duong
String = 27511,Duong
String = 27512,Duong
String = 27513,Duong
String = 27514,Duong
String = 27515,Duong
String = 27516,Duong
String = 27517,Dong
String = 27518,Dong
String = 27519,Dong
String = 27520,Dong
String = 27521,Dong
String = 27522,Dong
String = 27523,Dong
String = 27524,Dong
String = 27525,Dong
String = 27526,Dong
String = 27527,Ngu
String = 27528,Co
String = 27529,Co
String = 27530,Co
String = 27531,Co
String = 27532,Co
String = 27533,Co
String = 27534,Co
String = 27535,Co
String = 27536,Co
String = 27537,Co
String = 27538,Trau
String = 27539,Trau
String = 27540,Trau
String = 27541,Ung
String = 27542,Loi
String = 27543,Loi
String = 27544,Loi
String = 27545,Lieu
String = 27546,Lieu
String = 27547,Lieu
String = 27548,Man
String = 27549,Chan
String = 27550,Quan
String = 27551,Quan
String = 27552,Quan
String = 27553,Quan
String = 27554,Tang
String = 27555,Tang
String = 27556,Bui
String = 27557,Trieu
String = 27558,Trieu
String = 27559,Trieu
String = 27560,Trieu
String = 27561,Trieu
String = 27562,Trieu
String = 27563,Trieu
String = 27564,Trieu
String = 27565,Khoai
String = 27566,Khoai
String = 27567,Luu
String = 27568,Luu
String = 27569,Luu
String = 27570,Luu
String = 27571,Luu
String = 27572,Luu
String = 27573,Luu
String = 27574,Luu
String = 27575,Luu
String = 27576,Luu
String = 27577,Luu
String = 27578,Luu
String = 27579,Luu
String = 27580,Luu
String = 27581,Luu
String = 27582,Luu
String = 27583,Luu
String = 27584,Luu
String = 27585,Luu
String = 27586,Luu
String = 27587,Luu
String = 27588,Luu
String = 27589,Luu
String = 27590,Luu
String = 27591,Luu
String = 27592,Luu
String = 27593,Luu
String = 27594,Luu
String = 27595,Tham
String = 27596,Phien
String = 27597,Phien
String = 27598,Nhac
String = 27599,Phan
String = 27600,Phan
String = 27601,Phan
String = 27602,Phan
String = 27603,Dang
String = 27604,Dang
String = 27605,Ke
String = 27606,Tuong
String = 27607,Tuong
String = 27608,Tuong
String = 27609,Tuong
String = 27610,Tuong
String = 27611,Tuong
String = 27612,Tuong
String = 27613,Thai
String = 27614,Thai
String = 27615,Thai
String = 27616,Thai
String = 27617,Thai
String = 27618,Thai
String = 27619,Thai
String = 27620,Thai
String = 27621,Gia Cat
String = 27622,Gia Cat
String = 27623,Gia Cat
String = 27624,Gia Cat
String = 27625,Gia Cat
String = 27626,Gia Cat
String = 27627,Gia Cat
String = 27628,Gia Cat
String = 27629,Gia Cat
String = 27630,Dang
String = 27631,Dang
String = 27632,Dang
String = 27633,Dang
String = 27634,Dang
String = 27635,Dang
String = 27636,Dang
String = 27637,Cung
String = 27638,Cung
String = 27639,Lo
String = 27640,Lo
String = 27641,Lo
String = 27642,Muc
String = 27643,Tien
String = 27644,Diem
String = 27645,Diem
String = 27646,Diem
String = 27647,Diem
String = 27648,Diem
String = 27649,Diem
String = 27650,Hoac
String = 27651,Hoac
String = 27652,Lac
String = 27653,Lac
String = 27654,Bao
String = 27655,Bao
String = 27656,Hi
String = 27657,Dai
String = 27658,Boc Duong
String = 27659,Mi
String = 27660,Mi
String = 27661,Mi
String = 27662,Tiet
String = 27663,Tiet
String = 27664,Ta
String = 27665,Chung
String = 27666,Chung
String = 27667,Chung
String = 27668,Chung
String = 27669,An
String = 27670,Han
String = 27671,Han
String = 27672,Han
String = 27673,Han
String = 27674,Han
String = 27675,Han
String = 27676,Han
String = 27677,Han
String = 27678,Han
String = 27679,Han
String = 27680,Han
String = 27681,Nhieu Long
String = 27682,Gian
String = 27683,Niep
String = 27684,Nhan
String = 27685,Nguy
String = 27686,Nguy
String = 27687,Nguy
String = 27688,Nguy
String = 27689,Nguy
String = 27690,Zeus
String = 27691,Zeus
String = 27692,Zeus
String = 27693,Dam
String = 27694,Tieu
String = 27695,Bien
String = 27696,Quan
String = 27697,Quan
String = 27698,Quan
String = 27699,Quan
String = 27700,Quan
String = 27701,Quan
String = 27702,Khuc
String = 27703,Khuc
String = 27704,Zeus
String = 27705,Nghiem
String = 27706,Nghiem
String = 27707,Nghiem
String = 27708,Nghiem
String = 27709,Nghiem
String = 27710,Nghiem
String = 27711,Nghiem
String = 27712,To
String = 27713,Ham
String = 27714,Co
String = 27715,Hades
String = 27716,Hades
String = 27717,Hades
String = 27718,Au Luc Cu
String = 27719,Bac Cung
String = 27720,Khu Ti
String = 27721,Bach Ho Van
String = 27722,Bo Do Can
String = 27723,Thac Bat
String = 27724,Vu Phu La
String = 27725,Viet
String = 27726,Nha
String = 27727,Triet
String = 27728,Phu Kien
String = 27729,To Loi
String = 27730,NangThanDeChi
String = 27731,Quyet Co
String = 27732,Pho Lo
String = 27733,Vo Than De
String = 27734,Di Gia
String = 27735,Ta Hien Vuong
String = 27736,Na Lau
String = 27737,Ho Tuyen Tru
String = 27738,Toc Pho Hoan
String = 27739,Lau Ban
String = 27740,Dap Don
String = 27741,Tiet Quy Ne
String = 27742,Tri Nguyen Dai
String = 27743,Tri Vo Dai
String = 27744,Thien Van
String = 27745,NgaHaThieuQua
String = 27746,Nguyet Nha Nhan
String = 27747,Y Nhi Luan
String = 27748,Khach Le Nhan
String = 27749,Ho Lan
String = 27750,Hiep Ti Uyen
String = 27751,Hoa Le
String = 27752,Muc Thap Nhan
String = 27753,HungNo Sub13
String = 27754,HungNo Sub14
String = 27755,HungNo Sub15
String = 27756,HungNo Sub16
String = 27757,HungNo Sub17
String = 27758,HungNo Sub18
String = 27759,HungNo Sub19
String = 27760,HungNo Sub20
String = 27761,Ngot Dot Cot
String = 27762,Manh
String = 27763,Manh
String = 27764,Manh
String = 27765,Chuc Dung PhuNhan
String = 27766,MocLoc DaiVuong
String = 27767,DoaTu DaiVuong
String = 27768,Sa Ma Kha
String = 27769,KimHoan TamKet
String = 27770,MeDuong DaiVuong
String = 27771,DaiLai DongChu
String = 27772,Mang Nha Truong
String = 27773,A Hoi Nam
String = 27774,Dong Tra Na
String = 27775,Kha Ti Nang
String = 27776,Manh Ung
String = 27777,Manh Lang
String = 27778,Hac Long DongChu
String = 27779,Manh Tiet
String = 27780,Cap Ni
String = 27781,Duong Phong
String = 27782,Khong Tuoc
String = 27783,A Thi Ma
String = 27784,Toa Nha
String = 27785,Ma Ha La
String = 27786,NganHoaPhuNhan
String = 27787,Thuy Oa
String = 27788,NamMan Sub8
String = 27789,NamMan Sub9
String = 27790,NamMan Sub10
String = 27791,NamMan Sub11
String = 27792,NamMan Sub12
String = 27793,NamMan Sub13
String = 27794,NamMan Sub14
String = 27795,NamMan Sub15
String = 27796,NamMan Sub16
String = 27797,NamMan Sub17
String = 27798,NamMan Sub18
String = 27799,NamMan Sub19
String = 27800,NamMan Sub20
String = 27801,Susanoo
String = 27802,Okuninushi
String = 27803,JF Mina
String = 27804,Sukunahikona
String = 27805,Bihimigo
String = 27806,JYu Lei
String = 27807,Wani Arts
String = 27808,M Yukihiko
String = 27809,S Yukihiko
String = 27810,Tachikara
String = 27811,S Prince
String = 27812,Kagu
String = 27813,M Jin
String = 27814,J Intel
String = 27815,Chi na yan
String = 27816,Mianjin
String = 27817,Agumo
String = 27818,Hayato
String = 27819,Than Vu
String = 27820,Gokase
String = 27821,Nguyet Doc
String = 27822,Ngoc Y Co
String = 27823,Thi Thon
String = 27824,Da Ki
String = 27825,Da Ki
String = 27826,Ta Cuu
String = 27827,Dequat
String = 27828,Tuthe
String = 27829,Phongngoc
String = 27830,Tratdanh
String = 27831,Tymyho
String = 27832,Tactuong
String = 27833,Bantuong
String = 27834,Thamquan
String = 27835,Nutac
String = 27836,Biendan
String = 27837,Sontraidaivuong
String = 27838,Mantoctutruong
String = 27839,Banquoclaotac
String = 27840,Tuyetdaiacnu
String = 27841,Hungnodana
String = 27842,Sontacvuong
String = 27843,Sontac
String = 27844,Thamthuyen
String = 27845,Laoho
String = 27846,Cuho
String = 27847,Thucnhanho
String = 27848,Hovuong
String = 27849,Yeuho
String = 27850,Thuyyeu
String = 27851,Daithuyyeu
String = 27852,Cuthuyyeu
String = 27853,Thuyyeuvuong
String = 27854,Thuyyeuhoang
String = 27855,Bachngockylan
String = 27856,Thienma
String = 27857,Longma
String = 27858,Tubattuong
String = 27859,Cungky
String = 27860,Thanhlong
String = 27861,Bachho
String = 27862,Chutuoc
String = 27863,Huyenvu
String = 27864,Kylan
String = 27865,Anhthanhlong
String = 27866,Anhbachho
String = 27867,Anhchutuoc
String = 27868,Anhhuyenvu
String = 27869,Anhkylan
String = 27870,Namhoalaotien
String = 27871,Photinh
String = 27872,Acat
String = 27873,Daonguyendaitien
String = 27874,Tiendao
String = 27875,Tantien
String = 27876,Daitien
String = 27877,Thantien
String = 27878,Thientien
String = 27879,Thachbi
String = 27880,Hoang
String = 27881,Lieubaodongphu
String = 27882,Lieubaodaitien
String = 27883,Dubi004
String = 27893,Xichdaxoa
String = 27894,Xichdaxoa
String = 27895,Tiemnhaquyho
String = 27896,Xichdaxoa
String = 27897,Tiemnhaquyho
String = 27898,Kimgiapyeulong
String = 27899,Kimgiapyeulong
String = 27900,Kimgiapyeulong
String = 27901,Kimgiapyeulong
String = 27902,Kimgiapyeulong
String = 27903,Kiemtien
String = 27904,Kiemtien
String = 27905,Kiemtien
String = 27906,Kiemtien
String = 27907,Kiemtien
String = 27908,Hacngocyeumang
String = 27909,Hacngocyeumang
String = 27910,Xichmang
String = 27911,Hacngocyeumang
String = 27912,Xichmang
String = 27913,Tandungvotuong
String = 27914,Tandungvotuong
String = 27915,Tandungvotuong
String = 27916,Tandungvotuong
String = 27917,Tandungvotuong
String = 27918,Huyetdiemhoanghi
String = 27919,Huyetdiemhoanghi
String = 27920,Songviyeuyet
String = 27921,Huyetdiemhoanghi
String = 27922,Songviyeuyet
String = 27923,Diatien
String = 27924,Diatien
String = 27925,Diatien
String = 27926,Diatien
String = 27927,Diatien
String = 27928,Songviyeuyet
String = 27929,Songviyeuyet
String = 27930,Songviyeuyet
String = 27931,Songviyeuyet
String = 27932,Songviyeuyet
String = 27933,Oquachienkim
String = 27934,Oquachienkim
String = 27935,Oquachienkim
String = 27936,Oquachienkim
String = 27937,Oquachienkim
String = 27938,Diatien
String = 27939,Diatien
String = 27940,Diatien
String = 27941,Diatien
String = 27942,Diatien
String = 27943,Songviyeuyet
String = 27944,Songviyeuyet
String = 27945,Songviyeuyet
String = 27946,Songviyeuyet
String = 27947,Songviyeuyet
String = 27948,Onthan
String = 27949,Onthan
String = 27950,Onthan
String = 27951,Onthan
String = 27952,Onthan
String = 27953,Kimgiapyeulong
String = 27954,Kimgiapyeulong
String = 27955,Thanhlasat
String = 27956,Kimgiapyeulong
String = 27957,Hacngocyeumang
String = 27958,Thaitue
String = 27959,Quydientrichu
String = 27960,Thaitue
String = 27961,Thaitue
String = 27962,Thaitue
String = 27963,Hacngocyeumang
String = 27964,Hacngocyeumang
String = 27965,Hacngocyeumang
String = 27966,Hacngocyeumang
String = 27967,Hacngocyeumang
String = 27968,Phenhancuhung
String = 27969,Phenhancuhung
String = 27970,Phenhancuhung
String = 27971,Phenhancuhung
String = 27972,Phenhancuhung
String = 27973,Daihoabao
String = 27974,Daihoabao
String = 27975,Daihoabao
String = 27976,Daihoabao
String = 27977,Daihoabao
String = 27978,Xichmang
String = 27979,Xichmang
String = 27980,Kimgiapyeulong
String = 27981,Kimgiapyeulong
String = 27982,Xichmang
String = 27983,Thaitue
String = 27984,Thaitue
String = 27985,Thaitue
String = 27986,Thaitue
String = 27987,Thaitue
String = 27988,Tiemnhaquyho
String = 27989,Tiemnhaquyho
String = 27990,Tiemnhaquyho
String = 27991,Daihoabao
String = 27992,Daihoabao
String = 27993,Tiemnhaquyho
String = 27994,Tiemnhaquyho
String = 27995,Tiemnhaquyho
String = 27996,Tiemnhaquyho
String = 27997,Tiemnhaquyho
String = 27998,Xichdaxoa
String = 27999,Xichdaxoa
String = 28000,Xichdaxoa
String = 28001,Xichdaxoa
String = 28002,Xichdaxoa
String = 28003,Onthan
String = 28004,Onthan
String = 28005,Onthan
String = 28006,Onthan
String = 28007,Onthan
String = 28008,Thaitue
String = 28009,Thaitue
String = 28010,Thaitue
String = 28011,Thaitue
String = 28012,Thaitue
String = 28013,Kimgiapyeulong
String = 28014,Kimgiapyeulong
String = 28015,Kimgiapyeulong
String = 28016,Kimgiapyeulong
String = 28017,Kimgiapyeulong
String = 28018,Cutuyethung
String = 28019,Cutuyethung
String = 28020,Cutuyethung
String = 28021,Cutuyethung
String = 28022,Cutuyethung
String = 28023,Tandungvotuong
String = 28024,Tandungvotuong
String = 28025,Tandungvotuong
String = 28026,Tandungvotuong
String = 28027,Tandungvotuong
String = 28028,Tientanthituong
String = 28029,Tientanthituong
String = 28030,Tientanthituong
String = 28031,Tientanthituong
String = 28032,Tientanthituong
String = 28033,Kiemtien
String = 28034,Kiemtien
String = 28035,Kiemtien
String = 28036,Kiemtien
String = 28037,Kiemtien
String = 28038,Thanhlasat
String = 28039,Thanhlasat
String = 28040,Thanhlasat
String = 28041,Thanhlasat
String = 28042,Thanhlasat
String = 28043,Diatien
String = 28044,Diatien
String = 28045,Diatien
String = 28046,Diatien
String = 28047,Diatien
String = 28048,Thapthuongthi
String = 28049,Thapthuongthi
String = 28050,Thapthuongthi
String = 28051,Thapthuongthi
String = 28052,Thapthuongthi
String = 28053,Bachlangvuong
String = 28054,Bachlangvuong
String = 28055,Bachlangvuong
String = 28056,Bachlangvuong
String = 28057,Bachlangvuong
String = 28058,Thaitue
String = 28059,Thaitue
String = 28060,Thaitue
String = 28061,Daihoabao
String = 28062,Thanhlasat
String = 28063,Thanhlanthuyyeu
String = 28064,Thanhlanthuyyeu
String = 28065,Thanhlanthuyyeu
String = 28066,Thanhlanthuyyeu
String = 28067,Thanhlanthuyyeu
String = 28068,Cutuyethung
String = 28069,Cutuyethung
String = 28070,Cutuyethung
String = 28071,Cutuyethung
String = 28072,Cutuyethung
String = 28073,Thanhlasat
String = 28074,Thanhlasat
String = 28075,Thanhlasat
String = 28076,Thanhlasat
String = 28077,Thanhlasat
String = 28078,Xichdaxoa
String = 28079,Xichdaxoa
String = 28080,Xichdaxoa
String = 28081,Xichdaxoa
String = 28082,Xichdaxoa
String = 28083,Kiemtien
String = 28084,Kiemtien
String = 28085,Kiemtien
String = 28086,Kiemtien
String = 28087,Kiemtien
String = 28088,Dubi
String = 28089,Dubi
String = 28090,Dubi
String = 28091,Dubi
String = 28092,Dubi
String = 28093,Chuccongdao
String = 28094,Doanlang
String = 28095,Tieunhan
String = 28096,Thuanathuong
String = 28097,Bocho
String = 28098,Tuy
String = 28099,Dubi01
String = 28100,Dubi02
String = 28101,Dubi03
String = 28102,Dubi04
String = 28103,Dubi05
String = 28104,Dubi06
String = 28105,Dubi07
String = 28106,Dubi08
String = 28107,Dubi09
String = 28108,Dubi10
String = 28109,Adecan
